,Text,Author
2326,"the Capitol showers. “Tell me, do I still smell like roses?” he asks Caesar, and then there’s a",SC
32,"since we’re lucky to get two or three hours of electricity in the evenings, it’s usually safe to",SC
4367,"Before I can stop myself, I call out Peeta’s name.",SC
782,"hummed “Tiptoe Through the Tulips” as he worked, and jumped at small noises.",JR
3869,"measuring out powdered spine of lionfish, ignored them. Malfoy had been even more",JR
1535,in the single braid down my back. This is the first time since the morning of the reaping that I,SC
4877,"At first, Gryffindors passing the giant hourglasses that recorded the house points the next day",JR
497,"down my back, forcing me back to life. I lifted the lid to the baker’s trash bin and found it",SC
3103,“Now what am I going to do?” she asked shrilly.,JR
5104,"with him. Hagrid was fuming. Malfoy, it seemed, had sneaked up behind Neville and grabbed",JR
4364,it? And where’s Malfoy? In stinking Slytherin.”,JR
3956,find anything.”,JR
1485,"“One speed only,” said Griphook.",JR
4307,"They had almost given up hope of ever finding Flamel in a library book, even though Harry",JR
4576,"sky was a clear, forget me not blue, and there was a feeling in the air of summer coming.",JR
5723,"temper, “but it wasn’t me. I’ve been down by the stream collecting berries. Would you care for",SC
694,"Games. To appear weak and frightened, to reassure the other tributes that he is no",SC
4077,It had been Harry’s best Christmas day ever. Yet something had been nagging at the back of,JR
778,"but only people in the Capitol could really do that, since none of them have to attend reapings",SC
3203,"when enough time has passed, begin to rehydrate my body. After a time, I force myself to",SC
5179,"Harry stared at the back of Firenze’s head, which was dappled silver in the moonlight.",JR
7,"Sitting at Prim’s knees, guarding her, is the world’s ugliest cat. Mashed-in nose, half of one",SC
3874,"So Peeta is out there in the woods, wounded badly. But I am still in the dark on what",SC
5959,Peeta reaches my feet and I grab his arm and pull him along. Then I remember Cato waiting,SC
4717,"are. I test his cheek. Hot as a coal stove. He claims he’s been drinking, but the containers still",SC
755,dressed silently. He mustn’t wake the Dursleys. He stole downstairs without turning on any of,JR
5824,"had been setting a trap for her, I bet she’d have sensed it and avoided the berries. It was",SC
1431,“What’d he say?” I ask.,SC
291,"The rules of the Hunger Games are simple. In punishment for the uprising, each of the twelve",SC
6043,"“I am resting, look, lying down and everything. Oh, go on, Madam Pomfrey…”",JR
2148,"been a powerful Dark wizard to get round Gringotts, but they don’t think they took anything,",JR
606,"“I’ll be all right, Katniss,” says Prim, clasping my face in her hands. “But you have to take",SC
5847,Quirrell rounded on Harry.,JR
5645,"The boulders diminish to rocks that eventually turn to pebbles, and then, to my relief, we’re",SC
2912,"want to play that, I’d better at least act on top of things. Not perplexed. Certainly not",SC
3240,"“Here, take this, Cato,” says the girl from District 1, and she offers him the silver bow and",SC
5331,him.,JR
948,"week. There’s an elegant glass of orange juice. At least, I think it’s orange juice. I’ve only even",SC
2018,"the woman didn’t have Mars Bars. What she did have were Bettie Bott’s Every Flavor Beans,",JR
3889,Ron dived at Malfoy just as Snape came up the stairs.,JR
1455,"Griphook held the door open for them. Harry, who had expected more marble, was surprised.",JR
3595,"and they get a decent lunch that day. For a while, all conversation stops as we fill our",SC
6105,"It seemed to be a handsome, leather covered book. Harry opened it curiously. It was full of",JR
2901,told Malfoy he’d been doing it wrong for years.,JR
3908,“How many days you got left until yer holidays?” Hagrid asked.,JR
5695,"away, and soon have two rabbits and a fat squirrel to show for it. I decide it’s enough. I can",SC
5059,"“Yeah,” said Hagrid, glancing up, too. “Listen, I’m glad we’ve run inter yeh, Ronan, ’cause",JR
2041,"Haymitch. “You start with Effie, Katniss.”",SC
4534,"sword made in the fabric over his thigh, but it in no way prepares me for what lies",SC
4744,Could you get the Ridgeback up the tallest tower at midnight on Saturday? They can meet you,JR
1927,"“Poor dear—no wonder he was alone, I wondered. He was ever so polite when he asked how",JR
3717,Ron and Hermione squeezed together to give Hagrid enough space to join them.,JR
5206,"“Not too soon, all right?” he says. “You just let me take care of you for a while.”",SC
3285,"My eyes follow the line of her finger up into the foliage above me. At first, I have no idea what",SC
3527,"Water first, I think. You can hunt along the way now. It’s easy to see the direction I came from",SC
3258,DO NOT OPEN THE PARCEL AT THE TABLE.,JR
2479,"prison cell. If I don’t get air soon, I’m going to start to throw things again. I run down the hall",SC
5508,“What?”,SC
807,“So laugh away!” says Effie Trinket. She hops in her pointy shoes around the pool of vomit,SC
339,"That’s how I feel now, trying to remember how to breathe, unable to speak, totally stunned as",SC
4003,think whoever set off the explosions is dead.,SC
3875,It was true that Harry wasn’t going back to Privet Drive for Christmas. Professor McGonagall,JR
4805,my mother’s. That can’t hurt anyone. Then I pick up the story in the late after​noon of Prim’s,SC
4320,“Will you stop messing around!” he yelled. “That’s exactly the sort of thing that’ll lose us the,JR
6662,“What’s wrong?” Peeta asks.,SC
646,"“Get the mail, Harry.”",JR
6238,"around our kitchen table and I thought, Why don’t they leave? Why do they stay to watch?",SC
3524,"has no effect on them. My mother knew a treatment for them, some type of leaf that could",SC
5817,shrug that off. But I have a feeling it drove Cato to distraction. Which is not that hard. I think,SC
2039,"“Oh, of course, you wouldn’t know—Chocolate Frogs have cards, inside them, you know, to",JR
4287,“What do you see when you look in the mirror?”,JR
1438,"“Maybe,” he admits. “Come see the garden.”",SC
4718,Hagrid bit his lip.,JR
4601,"“But it’s against our laws,” said Ron. “Dragon breeding was outlawed by the Warlocks’",JR
639,"was wearing bits of old elephant skin, probably.",JR
3118,"“Keep your voice down, Neville. The password’s ‘Pig snout’ but it won’t help you now, the Fat",JR
2784,"“Hang on,” he said. “Back,Fang.”",JR
5840,through the rocks. “Any sign of our friend?” I ask.,SC
5554,"kind Prim makes, the apples are sweet and crunchy. “Mm.”",SC
5329,"“Then I’ll just have to fill in the blanks myself,” he says, and moves in to me.",SC
3602,"fire from view; they were sure it wouldn’t be allowed. Unfortunately, something about their",JR
3715,"shoulder, have given me a sense of security. I realize, for the first time, how very lonely I’ve",SC
6056,"“That’s what I said, but Dumbledore thinks that—what was it?—‘to the well organized mind,",JR
958,"“Sorry?”barked Hagrid, turning to stare at the Dursleys, who shrank back into the shadows.",JR
5106,"“We’ll be lucky ter catch anythin’ now, with the racket you two were makin’. Right, we’re",JR
391,place.,JR
4908,interfere in anything that didn’t concern him was put to an unexpected test. Walking back,JR
3643,"“No—he wouldn’t,” she said. “I know he’s not very nice, but he wouldn’t try and steal",JR
2841,concealed in the clump of trees. At least while the sun stays down. Then my black sleeping,SC
5252,"about the Stone as Harry. The idea of Voldemort certainly scared them, but he didn’t keep",JR
5648,"offended or anything, but neither of you are that good at chess—”",JR
3676,had to run.”,SC
6186,"My fingers fumble with the pouch on my belt, freeing it. Peeta sees it and his hand clamps on",SC
3411,it!”,JR
4882,“Who said I was?” I say.,SC
225,A tub of warm water waits for me. I scrub off the dirt and sweat from the woods and even,SC
2386,something you could never achieve on your own.”,SC
4279,"Heaviness infuses my whole body, as if there’s liquid lead in my veins. I’ve lost the will to do",SC
4703,Malfoy had seen the dragon.,JR
5558,“Stop moving!” Hermione ordered them. “I know what this is—it’s Devil’s Snare!”,JR
5642,"the weeds and mud. One good thing, between the downpour and the flooded banks, all signs",SC
5788,me spend the night in a tree. It dawns on me that I haven’t been very nice to Peeta today.,SC
3587,"“No, I meant it,” I say. I can almost hear Haymitch groaning as I team up with this wispy",SC
5725,"I would actually, but I don’t want to relent too soon. I do walk over and look at them. I’ve",SC
972,look with Peeta before I remember I’m having nothing more to do with him. I’m surprised to,SC
5986,"are some other things I’d like to know, if you can tell me… things I want to know the truth",JR
4546,"enchantments, probably, and Quirrell would have done some anti Dark Arts spell that Snape",JR
6203,"I spew the berries from my mouth, wiping my tongue with the end of my shirt to make sure no",SC
696,door and floor.,JR
1017,"Dear Professor Dumbledore,",JR
6100,"Hagrid wiped his nose on the back of his hand and said, “That reminds me. I’ve got yeh a",JR
4681,at yourself lately?”,SC
2985,"“Excuse me, Professor Flitwick, could I borrow Wood for a moment?”",JR
